old                                      new
37e0941d34fddaacc25ec78785ed3ee41412cd70 17ab75b3d226684b0fc8cf8cba955b1dfe4fff28
3813a236ef6b940b48d5e52bf89a28a38b8edf59 c7f8ae84621f0fa6988ca562b0933146553022d6
38afca3f2d8d0782767d2f6bd05462934b9ef60b dec47b744b9c3ab5784c40d055422729cc4930a6
39374ebe0b1a1ed9c4b031653d56df67338184ab 826f2e46646cf358ae2d2838b1004aa8b49a7fea
393e627006d5176ee3443993fe6a3b65b7ef2179 7aa7b84b2f2d43b479a7a54d466e71f89d6232c9
394df9f319d300369b6bc3d1b5f8343da587e9f0 fb74c39e5059ee21731ab2f43dfc1db0b50bf408
3a4c050266073d247a7c564bf332c12412aaf9ab 0954b1c2bb09b4938d9840f530a0b69cfe72dad4
3ae01798ca5865aa5189f52ef4010c756fbdc764 86b8d286a7c7356ff55f6539171d6d87ce4a5ad1
3b04fdab3b713cf2cba805c025664cb1c243a57c 4d83c383829d2d5383e5eaf601c7cb5417dcd1af
3b895b88644ba7016d38bd5c72a628e2e41ce649 52dbf799479b23218075c28f337240e45050a894
3c5b9fc38766874cdfc745438273b9fe7ea69b86 cb5b4fb20f7a0800690002fb1cb19133f483bcc6
3c61aaadd0b547c44e0da24d92eb449bccdd2ada 8ab1ee428578c7d92db195ccf2e649de84ac4944
3c7a70733d6cf55fd4f095f2682107e0a1dfb9aa 955b24ae832eb001bee748f0680638b0948c528c
3d4e3b80e0dd85c6fbe577a1424735c9262b11dc c3a558a627c074c5d4545d3afedc824c1ee9965d
3ddb555d143889e60569292eb9da3a571fd38136 9a7ae2613fef808d30beb2f1cbd8aa7753bba984
3ebd01d017df2e9a5077b5bd6b8f4a587ccc84db 5dadd7c88f9f1c11ed6d449e84c0ca177a0d2537
3f1789f1c5c84e2ebe792235517fd54c9006206f 5f44810abb30e3b140295c4871716b7670d820f5
3f5612381a912d80ca7e0ee355b3baf4c0dd0408 3337fec77f0336d1c220a2a458f6d1ecebb3bc13
3f562fe06c0042ce0e196f77299f1fcfce0dc50d a42464b1d8c562b77634e5af9d5470914c133533
4092675e5315ebcbc7688f505e63a9efae241a0f 61b6f186bcbe2686ee6494601bdc3a5e8bf356e8
40bf9cfabafd766f02409e4b1f9a06d3eeaedb3f c62de1dce3be31d87487cf8305593d6045284fe8
41052f6bde381262eba88650447ba4a7e8a07b22 57aeb4e735bc33acf302b106d2709e8c4bef2e2e
419a2480861378491cd363a1ec03d7c9560c0b1e 9106358c4e76bdb72c26d7bdd85ad1379289e286
4387adb3ad3b5b8ffafdfa1acc458b87cff13568 ea10b5c4e5febc3b1aef522f36f4c0e75e8d4c0b
43ae218e1f7da8bb03f04900cb9758392408b182 7e772800b27ecd630ea63e3dd0b31e370f020559
43b616d2ce10d178826f7e9e545427fcfa01bb20 a013023faee6c5310e267b6a9fe7bc2f6650d2e7
43ba449927a1c06b470be2fc69675f2875b75b58 1b121e171893eddf72d0ec8389fe0a03888e1c23
4449b0e2ec31de3bf0c0c9b68c67a196d476ef11 7b838299e09f6ecc7dfa9d73d77c2af54d0c9083
447b8c3b6abd145c5ce7b9886c328c456f2144ec 64f375099098a1353ea93f6767ecced1883a48c8
44bf46029dac8728ded9d830a85b04a90baf4c2a 9d042d88d8e582df0fd2225da82e8299978aad4f
45813f4072ae20812330c7c25bd14d52c840606d 42a8df520041f48f79cc6c30e4bc253b0b1d234c
45bd7879a591896f80f409d00111b9ab88ec89b6 e27ff514a3d64914b0b49a5cf4010bc9e97652cf
46abea135138ec455eba1622eacf718445d75acd 8170aaf60411cc9b06f5274aa061fc2da3356112
46e50a6c5f8bc0c0741751331c1d8322a0eb3605 628abcfc16340d792167648a81bf2208f74fbadd
46e71943638bf3500fdde82e6253e8bbf1c712e5 98bf457a952a650aff55aca7c4eb1f532479ea0e
46f841efbf919d543f3bb1bdac930cd53d3053d4 b3732710ba54a100cb8639d9f920b4b4d67c00ca
474bebacb63950110aa126e0a5342424438c68cd 673293b7821beac5a01ff70e7b3f3b76d84a6c0f
476b306430f235bf672d23a5c6907e9c08964e47 bb2d26a527762b8406f7008bb7001f261fe6bc58
48375ce763c2c4974edae17e8c40118f936224c7 935ed2765483a660ab3efb524ee58572e0488f23
48e282969a808f1008c7b03d9a4fadd11582ef5f 5f5f4725f562b40981abf64d9312784bb0859069
48e98a3b7544951d35e41cfef84069a97d092de4 f626cfe348450b5c9e60227846dea5d35c5402bc
49023421757c1f0fd3dcbd6a4faab4060c79628f 73272c2ef9a68cc466d326e6b44bfc88de44c394
499cfc625ff3242c68f58cd724b800de5a361f39 7bc5d1e3f0076cfade4a0ad09c5be24fb685359b
49ad8b32db0f1956e9b023ee59087b22859cf5cc 4d4f6fd9ffd29717d1951e31bd38ce6455918893
49f28ea2dfa12bd45cf42667a5fe77375f25c7d7 f2a09d71b8ba279ce5dc09da9d8023b597ca2abd
4a0af825100013b7715c454b6ac1a0c8a866d7db 97bb4dd3974935650da5be3fd1e046c9fc8887ea
4a5cbba0e29b87a54f6b11b25e56373f4ba2c96b 439eeb5f53b94098d621e756dee1ce197853fd3c
4a630cbc38b0417f2be2e6e2ba383ca13901ebdb 754c98d7de11fb354be7545e450dd0793114efd2
4b4d5cbcf2de78a9f5bf8690894ebe9c0b46af19 7ff6d19928c9be98495d79b7c927db31067dca53
4b6bacc740c2af8b362d56841ab00d377df25314 68b74d3ac82fc4b22275b0f975d52d4ed7e8aaa1
4ba56fe0ca93cce10638f50f5d9a2aa34bf263d7 3019cadd01cac144c82d546e96174c27f174d5ab
4c7c795aa15d3568472b2f0a7031ab2fcc9b1663 88c6605dfabb100da9589a9f3a802b6ee11bf97e
4ce3cbe7bb300222933e3f907917b7d061a29ec3 898207b2951863a7b83b6906feb4347784732e41
4d289e24af2eb53c686f2f61bf59fb810a608587 e36026fb3b3ded0d2cb5039b64d15b193fd1bcdf
4d3ee92e642a1bf4bd16118ae00229276f17ed7e 0eadac79f4df65af14cfcf2eb262fa028a5eb148
4db3b7848bb24895d222c634ffccc6a9cadfdf21 ae2bc79cd27ad4d6954964de12aca601f14e243e
4e238f91ba1d72a76cb9f831203d6cd09f8c1d74 2a4192cd43a860f8747845773f3e1e092df190e8
4ea269bc75dbcd5224efffbdb97f3a5070f89990 53869a07ef1dad100fc3d36446f1eb06906e980f
4eb9e67731835f55b5866858f3048a2b08017d2d 335db95bbfcbc4e3a53164d88cb7da85d4a8acea
4fa05912ea2e2384b2af5908f220c19ca39f4ffb 62e508d5900e029c557e675a9fb780167ced7f23
4feace5c35f851ed30d646f91b4454f724d0a31f 79427d235caecbe19ee1dbbe302565e862cfe579
500f905be6a9e90c16944153eb3d7bcf0a426167 bb5e74204fdee2f64b67c95012b8b1c51739af48
505f7966a7d13f79d36d0ed62b35a623c89b337a 6b94aa24be757b721a48cd67af23d7b4dd071fb5
51080d9c37b59acab0151bc940175e00f813f648 48fcd4f292dbf8af3a44ab510b853d0c423c6fd3
513b790cb99de6cdc969f0365504c7b74f9bb608 31dbfa9f1a9bbc86840bc933b812c8bdd67df859
51ba126ce35a52a5e3cdc4eeccc0333ec87d08f5 ebc76a2070213da1caf6607beec46b7f5a3bd6b9
520105562d3812e3bd8e47835b3b7cba2157d235 fb7b52835fa837d384d6e9e8e8630f757a97da43
527bdacedc941e3c7551afea092ac136943ff8e7 836956994ac7c964c810207b7c697c3290a9b83f
52acbe11f9a766df2254b1174ae5bf98f98a1278 e735e41586028dc571cac14544c70220cd991ba1
52ffe519a7ed23c0902b01848d09a09f8cd4dac5 385fea242cd4efd612d2d14721c759b3d46d34ab
53560c0adbcf31ac6863be807d8b2124c11621b4 9afa3f6d6808b7eaeac776e2f27b858d5007f481
539740b1ac80a6fcc31573e4cd5d3a271a56705f 409c8cee8a7683ed1d3d05bb0849dd5addf97306
559c6ca46d8690b0cd2e15aff7e2194744870bda 8d423f97e0aa095ba932551ee587ceca55fb4ebf
56197df0b661f8b72cd3d047796dc9734c39f8cf 9d106b89dfa2533e479de466a0d38426e5f72314
5643694b7757974ac3a1a7a49b51ad0e8c6e26ca 63cfb31251776da9cfde1cdcd66ace3c0242c8fa
565a9a45e3f8eef6ddf42bb8ee09a256c2268f17 013556ac0d2257c5c335b32449b6d3e015c098ff
573c206203649a0d87bfd6e89ca14dd91790c99f bd2741d02294ebf56fcf43703917038f23ff9ec3
578b3dbc46889c5d3ce94bfcaf58a8b454b3c266 8fdc49eabf37fa372ee8332a987fb03630cdd6df
5821600cf4c931aa6ed892418413f54007704c15 70321eee80aa732ea0871ac02102df02f71f4716
58312072d91717cc37a9d96b1331c665cf44408a d62dc1dfd4a0fed4cf3fbd13b0b174aa978716a5
589964ae3172c952f2b4faabd2626506ee83ae57 5377b5e91639ef7f89df0144630e0734842a252e
591573c8aedee3f1c5e87ed83485a6347a9637e9 9c9999de1c86d5bb9ba0fec37198ee8fb8b45fe6
5974ba2ab556e987b0a71790ce978756f168da74 1eb1de4af76679e1a8cfe0b59b4dc780f43693e3
59aaf853f2bd4e0cde2c5c8a2e05cf600eca6e69 879a6196b99dd366db54d4ea722df8499b114e74
5a025e2d581a4a0f5264965f92345e9625437a00 8b475e5b01ec95106a05246803ffd3c2356fbf59
5a08a7a62a6804fef5844af903a76c3665bf5a6d fdd08bbc3923d8314ff5ba2a9da86ebdf0fbb925
5a1258aa13586e74a9c689831966643ad495daa9 3d3608f5c09bde077b6b92a4586b7efc87f7c887
5a50dabb79f23b4c57742fcc606f0a078fd22469 2dce5a3e7d02f0e10c964de81daaf9d2d65fae3b
5aa643a649e14e59f5b1c79cec717a5e34d0ae1b 30df274993c505353a9c1729223f45f084a6278b
5adb5f1c51fda04947add0bf00c1023fb906557b 87f871fbad7932135f684c4616edbff895e0bfd4
5b1475f9e4c976b2de2ca6bb7fb506cf8b0269be b473ab479c2be36460ba1b2f4292dbce586712c2
5c2a7dde265e16af5349e67ae075d86c2aac9751 83f2882f3c54a952bb204b039f128ce919bf26fb
5c6b2b40a4144d11a4ecea16f5f9f7d374461f7b 1f40e2f2ebe8578cb06b4644841b9b1527ecc255
5d0268fa77c718a336cb17ec5117a9e559e46b29 3c621473f7c4ce097425f94f2a06d2a9183f7995
5d50a113cda17ca6cf09c72b41f578758630b40f 6462a450193e99f4a3d286f69d11c99bda4ae942
5dbc4dd3c1731a05d131def3466e5d0e9dbe1a15 45e00b34b41dd4d2828c8e6ae21bfc2f68fae80b
5dcd2adaeaa74dad14dd70534ab95de7705cdd74 221774ba2bba563cef59fc89a154fc07a126dde3
5ead3f75f16065a48dae14548ab16b53a9537166 76e39ba3db2cf0348915be822af51fb7716b5ce6
5f231aea018c1cd0be4386a2118617d40e32d0e4 f08f22347e0bfc87e19e7a6abb8085cfa3a44065
5fa98140adf2d249158fbdb9758eeb2cbe620fc6 6a43f37fd1efc1768fdc75de385e981041671f59
5fd2c6bfec1ca5e333d299a8042fa252c350921c 1567a39445643c760515a32185ccb03b15caaf8d
5fe10bcab73373fa1e3320b170e4e2c595bfb027 82c1ab8b5ef5c971c7688ac150e40bc4463e500a
5fe64a274ac4359bf3d92966a32bb149221cbe7c 913958d6059b2114edb75145098a8df97873d7f4
60106b33e93e12a17c8166a19191a5ab1e6e458a 34bca02ba92c3e1def1a0e1ad3af4f7324cdbc58
6060efe9e2ac6a4c03f8d4e52346552673f8110a 493e36bfc8f4a7861b6403d923f19f56d7f77502
60af0e8284f73dfd34f658466f57a4d2186790bb ade7ef0166b2d452e87909ce530287f6c57c32d2
60bb113849f7f80dd7040db620fa8853f7c11968 fafe8b35b62bd6af0b0228ac4fd6b45aed4f169a
6201ab6aa9aa4efe7a217de52418b295320380cb 5c208a7cb3601de1515fee1edf9f3d69ec2aa330
